,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
36,Robert Woods,TEN,WR,5.6,36.5,0.3,73.9,893.5,5.0,0.2,0.0,0.0,0,0.0,0.0
37,Rashod Bateman,BAL,WR,0.2,2.8,0.0,73.5,909.2,5.2,0.3,0.0,0.0,0,0.0,0.0
38,Christian Kirk,JAC,WR,0.5,2.8,0.0,72.9,901.0,4.7,0.2,0.0,0.0,0,0.0,0.0
39,Brandon Aiyuk,SF,WR,2.3,15.6,0.0,62.1,832.3,5.6,0.3,0.0,0.0,0,0.0,0.0
40,DeVonta Smith,PHI,WR,0.0,0.0,0.0,63.1,855.7,5.4,0.2,0.0,0.0,0,0.0,0.0
41,Chase Claypool,PIT,WR,7.0,44.6,0.3,63.3,837.8,4.7,0.3,0.0,0.0,0,0.0,0.0
42,Drake London,ATL,WR,0.3,2.3,0.0,67.8,871.8,4.9,0.2,0.0,0.0,0,0.0,0.0
43,Allen Lazard,GB,WR,1.0,6.7,0.0,57.7,776.2,6.2,0.2,0.0,0.0,0,0.0,0.0
44,Treylon Burks,TEN,WR,4.3,28.3,0.3,56.5,795.9,4.9,0.2,0.0,0.0,0,0.0,0.0
45,DeAndre Hopkins,ARI,WR,0.0,0.0,0.0,62.4,784.1,5.3,0.4,0.0,0.0,0,0.0,0.0
46,Mecole Hardman,KC,WR,8.0,55.0,0.3,57.8,729.8,4.9,0.5,0.0,0.0,0,0.0,0.0
47,Marquez Valdes-Scantling,KC,WR,0.4,2.7,0.0,47.4,770.4,5.1,0.1,0.0,0.0,0,0.0,0.0
48,Kadarius Toney,NYG,WR,7.0,48.3,0.2,64.0,752.9,4.3,0.3,0.0,0.0,0,0.0,0.0
49,Jakobi Meyers,NE,WR,0.2,1.3,0.0,73.5,839.8,3.8,0.2,0.0,0.0,0,0.0,0.0
50,Michael Gallup,DAL,WR,2.6,17.8,0.0,50.7,709.7,4.8,0.1,0.0,0.0,0,0.0,0.0
51,Kenny Golladay,NYG,WR,0.0,0.0,0.0,52.4,745.6,4.5,0.2,0.0,0.0,0,0.0,0.0
52,DeVante Parker,NE,WR,0.0,0.0,0.0,56.5,730.0,4.5,0.2,0.0,0.0,0,0.0,0.0
53,Tyler Boyd,CIN,WR,2.6,17.8,0.0,62.3,727.2,4.2,0.2,0.0,0.0,0,0.0,0.0
54,Chris Olave,NO,WR,0.0,0.0,0.0,51.3,716.4,4.5,0.2,0.0,0.0,0,0.0,0.0
55,Jarvis Landry,NO,WR,2.2,13.1,0.1,57.8,702.2,4.2,0.3,0.0,0.0,0,0.0,0.0
56,Russell Gage,TB,WR,0.0,0.0,0.0,59.0,682.9,4.7,0.3,0.0,0.0,0,0.0,0.0
57,Marvin Jones Jr.,JAC,WR,0.0,0.0,0.0,56.0,687.5,4.5,0.1,0.0,0.0,0,0.0,0.0
58,D.J. Chark Jr.,DET,WR,0.0,0.0,0.0,48.6,687.3,4.4,0.1,0.0,0.0,0,0.0,0.0
59,Nico Collins,HOU,WR,0.0,0.0,0.0,55.2,718.6,3.8,0.2,0.0,0.0,0,0.0,0.0
60,Robbie Anderson,CAR,WR,3.8,24.7,0.1,54.9,657.1,4.2,0.2,0.0,0.0,0,0.0,0.0
61,Garrett Wilson,NYJ,WR,1.7,13.8,0.0,53.1,688.6,3.8,0.2,0.0,0.0,0,0.0,0.0
62,Corey Davis,NYJ,WR,0.0,0.0,0.0,48.4,680.0,4.1,0.2,0.0,0.0,0,0.0,0.0
63,Jahan Dotson,WAS,WR,0.0,0.0,0.0,52.4,673.2,3.7,0.2,0.0,0.0,0,0.0,0.0
64,George Pickens,PIT,WR,0.0,0.0,0.0,53.7,663.4,3.7,0.2,0.0,0.0,0,0.0,0.0
65,Van Jefferson,LAR,WR,1.8,12.7,0.1,45.8,618.5,4.0,0.2,0.0,0.0,0,0.0,0.0
66,Curtis Samuel,WAS,WR,15.6,89.8,0.8,44.1,513.3,3.5,0.2,0.0,0.0,0,0.0,0.0
67,Jalen Tolbert,DAL,WR,0.0,0.0,0.0,46.6,601.6,4.1,0.2,0.0,0.0,0,0.0,0.0
68,Donovan Peoples-Jones,CLE,WR,0.0,0.0,0.0,43.3,620.9,3.4,0.2,0.0,0.0,0,0.0,0.0
69,Parris Campbell,IND,WR,0.5,3.3,0.0,49.1,598.1,3.7,0.1,0.0,0.0,0,0.0,0.0
70,Rondale Moore,ARI,WR,16.5,103.0,0.8,51.6,513.2,2.6,0.4,0.0,0.0,0,0.0,0.0
71,Julio Jones,TB,WR,0.0,0.0,0.0,43.8,584.0,3.8,0.2,0.0,0.0,0,0.0,0.0
72,Joshua Palmer,LAC,WR,0.0,0.0,0.0,46.9,550.8,4.3,0.2,0.0,0.0,0,0.0,0.0
73,K.J. Hamler,DEN,WR,2.6,19.8,0.0,44.1,578.4,3.4,0.2,0.0,0.0,0,0.0,0.0
74,Skyy Moore,KC,WR,1.0,6.8,0.0,41.2,543.1,4.0,0.1,0.0,0.0,0,0.0,0.0
75,Alec Pierce,IND,WR,0.0,0.0,0.0,41.2,559.5,3.7,0.2,0.0,0.0,0,0.0,0.0
76,Sterling Shepard,NYG,WR,0.0,0.0,0.0,54.5,584.5,3.1,0.2,0.0,0.0,0,0.0,0.0
77,Randall Cobb,GB,WR,0.5,3.0,0.0,42.0,534.1,3.8,0.2,0.0,0.0,0,0.0,0.0
78,K.J. Osborn,MIN,WR,0.0,0.0,0.0,40.8,506.7,3.7,0.1,0.0,0.0,0,0.0,0.0
79,Kendrick Bourne,NE,WR,5.6,36.7,0.1,38.4,475.0,3.3,0.2,0.0,0.0,0,0.0,0.0
80,Zay Jones,JAC,WR,0.0,0.0,0.0,42.3,510.4,3.1,0.2,0.0,0.0,0,0.0,0.0
81,A.J. Green,ARI,WR,0.0,0.0,0.0,35.9,511.3,2.8,0.1,0.0,0.0,0,0.0,0.0
82,Nick Westbrook-Ikhine,TEN,WR,0.0,0.0,0.0,38.9,484.0,3.3,0.2,0.0,0.0,0,0.0,0.0
83,Bryan Edwards,ATL,WR,0.3,1.8,0.0,35.7,519.7,2.5,0.1,0.0,0.0,0,0.0,0.0
84,Cedrick Wilson Jr.,MIA,WR,0.0,0.0,0.0,39.9,482.5,3.2,0.3,0.0,0.0,0,0.0,0.0
85,Wan'Dale Robinson,NYG,WR,6.7,39.3,0.1,40.0,456.7,2.5,0.2,0.0,0.0,0,0.0,0.0
86,Isaiah McKenzie,BUF,WR,6.8,40.3,0.3,41.5,417.3,3.0,0.3,0.0,0.0,0,0.0,0.0
87,Romeo Doubs,GB,WR,0.0,0.0,0.0,34.6,445.7,3.3,0.1,0.0,0.0,0,0.0,0.0
88,Devin Duvernay,BAL,WR,4.9,33.8,0.1,39.4,445.6,2.3,0.2,0.0,0.0,0,0.0,0.0
89,Christian Watson,GB,WR,1.3,8.2,0.1,31.6,403.5,3.2,0.1,0.0,0.0,0,0.0,0.0
90,Jameson Williams,DET,WR,0.0,0.0,0.0,32.3,440.6,2.7,0.2,0.0,0.0,0,0.0,0.0
91,Byron Pringle,CHI,WR,0.0,0.0,0.0,34.8,446.7,2.5,0.2,0.0,0.0,0,0.0,0.0
92,James Washington,DAL,WR,0.0,0.0,0.0,28.0,405.5,3.0,0.1,0.0,0.0,0,0.0,0.0
93,Sammy Watkins,GB,WR,0.5,3.2,0.0,32.3,417.6,2.6,0.1,0.0,0.0,0,0.0,0.0
94,Jamison Crowder,BUF,WR,2.5,16.3,0.3,37.0,390.7,2.5,0.1,0.0,0.0,0,0.0,0.0
95,Nelson Agholor,NE,WR,1.1,6.6,0.1,28.7,400.2,2.2,0.1,0.0,0.0,0,0.0,0.0
96,Velus Jones Jr.,CHI,WR,1.0,6.3,0.0,29.9,385.3,2.2,0.2,0.0,0.0,0,0.0,0.0
97,Freddie Swain,MIA,WR,0.0,0.0,0.0,29.5,374.3,2.4,0.0,0.0,0.0,0,0.0,0.0
98,Quez Watkins,PHI,WR,0.0,0.0,0.0,28.4,391.5,2.1,0.1,0.0,0.0,0,0.0,0.0
99,David Bell,CLE,WR,1.0,7.8,0.0,32.2,380.4,2.1,0.1,0.0,0.0,0,0.0,0.0
100,Olamide Zaccheaus,ATL,WR,0.3,1.5,0.0,28.8,373.4,1.9,0.1,0.0,0.0,0,0.0,0.0
101,Laviska Shenault Jr.,CAR,WR,6.6,34.9,0.1,29.9,313.5,2.0,0.1,0.0,0.0,0,0.0,0.0
102,Jauan Jennings,SF,WR,0.0,0.0,0.0,28.0,324.3,2.2,0.1,0.0,0.0,0,0.0,0.0
103,Braxton Berrios,NYJ,WR,3.0,18.7,0.1,32.7,327.4,1.6,0.2,0.0,0.0,0,0.0,0.0
104,Dee Eskridge,SEA,WR,4.4,28.8,0.1,24.8,314.8,1.6,0.2,0.0,0.0,0,0.0,0.0
105,Keelan Cole Sr.,LV,WR,0.0,0.0,0.0,24.1,323.9,2.0,0.0,0.0,0.0,0,0.0,0.0
106,Ty Montgomery,NE,WR,29.1,170.4,1.4,14.8,133.1,0.8,0.0,0.0,0.0,0,0.0,0.0
107,Chris Conley,HOU,WR,0.0,0.0,0.0,24.5,297.2,2.0,0.0,0.0,0.0,0,0.0,0.0
108,Jalen Guyton,LAC,WR,3.7,24.6,0.1,19.5,277.9,1.8,0.1,0.0,0.0,0,0.0,0.0
109,Josh Reynolds,DET,WR,0.0,0.0,0.0,22.2,300.7,1.9,0.1,0.0,0.0,0,0.0,0.0
110,Terrace Marshall Jr.,CAR,WR,0.0,0.0,0.0,23.7,293.6,1.9,0.1,0.0,0.0,0,0.0,0.0
111,James Proche II,BAL,WR,0.0,0.0,0.0,23.3,284.3,1.6,0.1,0.0,0.0,0,0.0,0.0
112,Mack Hollins,LV,WR,0.2,0.0,0.0,19.8,258.0,2.0,0.1,0.0,0.0,0,0.0,0.0
113,Phillip Dorsett II,HOU,WR,0.0,0.0,0.0,22.7,285.3,1.5,0.1,0.0,0.0,0,0.0,0.0
114,Jamal Agnew,JAC,WR,8.3,57.7,0.4,16.3,188.1,1.0,0.1,0.0,0.0,0,0.0,0.0
115,Amari Rodgers,GB,WR,1.1,6.0,0.0,17.7,221.9,1.3,0.0,0.0,0.0,0,0.0,0.0
116,Noah Brown,DAL,WR,0.0,0.0,0.0,17.3,212.2,1.4,0.1,0.0,0.0,0,0.0,0.0
117,Rashard Higgins,CAR,WR,0.3,2.7,0.0,17.2,223.0,1.2,0.2,0.0,0.0,0,0.0,0.0
118,Tyler Johnson,HOU,WR,0.0,0.0,0.0,19.9,216.5,1.2,0.1,0.0,0.0,0,0.0,0.0
119,Ben Skowronek,LAR,WR,0.0,0.0,0.0,16.2,198.1,1.4,0.0,0.0,0.0,0,0.0,0.0
120,Jaylon Moore,JAC,WR,0.0,0.0,0.0,16.8,202.8,1.3,0.0,0.0,0.0,0,0.0,0.0
121,Chris Moore,HOU,WR,0.0,0.0,0.0,19.8,216.3,1.1,0.1,0.0,0.0,0,0.0,0.0
122,Demarcus Robinson,BAL,WR,0.0,0.0,0.0,16.3,198.0,1.2,0.0,0.0,0.0,0,0.0,0.0
123,Dez Fitzpatrick,TEN,WR,0.0,0.0,0.0,13.9,207.3,0.9,0.0,0.0,0.0,0,0.0,0.0
124,Marquise Goodwin,SEA,WR,0.7,3.8,0.0,15.0,189.2,1.0,0.1,0.0,0.0,0,0.0,0.0
125,Laquon Treadwell,NE,WR,0.0,0.0,0.0,12.7,186.2,1.1,0.0,0.0,0.0,0,0.0,0.0
126,Equanimeous St. Brown,CHI,WR,0.0,0.0,0.0,13.5,197.1,0.9,0.1,0.0,0.0,0,0.0,0.0
127,Keke Coutee,IND,WR,0.0,0.0,0.0,12.3,184.3,1.1,0.0,0.0,0.0,0,0.0,0.0
128,Kyle Philips,TEN,WR,0.0,0.0,0.0,15.3,188.3,1.0,0.1,0.0,0.0,0,0.0,0.0
129,Cody Hollister,TEN,WR,0.0,0.0,0.0,14.5,171.1,1.2,0.0,0.0,0.0,0,0.0,0.0
130,Marquez Callaway,NO,WR,0.0,0.0,0.0,11.6,175.8,1.0,0.0,0.0,0.0,0,0.0,0.0
131,Tutu Atwell,LAR,WR,0.0,0.0,0.0,13.6,169.8,1.2,0.2,0.0,0.0,0,0.0,0.0
132,Anthony Schwartz,CLE,WR,1.1,6.8,0.0,12.6,166.5,1.0,0.1,0.0,0.0,0,0.0,0.0
133,Zach Pascal,PHI,WR,0.3,1.8,0.0,12.8,161.6,1.2,0.0,0.0,0.0,0,0.0,0.0
134,Montrell Washington,DEN,WR,0.0,0.0,0.0,12.6,166.9,1.1,0.0,0.0,0.0,0,0.0,0.0
135,Damiere Byrd,ATL,WR,0.0,0.0,0.0,14.9,177.0,0.9,0.0,0.0,0.0,0,0.0,0.0
136,Kalif Raymond,DET,WR,0.9,5.2,0.0,13.4,162.0,1.1,0.1,0.0,0.0,0,0.0,0.0
137,Trent Sherfield,MIA,WR,0.0,0.0,0.0,14.2,169.5,1.1,0.1,0.0,0.0,0,0.0,0.0
138,Auden Tate,PHI,WR,0.0,0.0,0.0,13.0,170.0,1.0,0.0,0.0,0.0,0,0.0,0.0
139,Dyami Brown,WAS,WR,0.0,0.0,0.0,11.2,174.6,0.8,0.0,0.0,0.0,0,0.0,0.0
140,Jalen Reagor,MIN,WR,1.0,5.7,0.0,12.9,141.5,0.9,0.1,0.0,0.0,0,0.0,0.0
141,DJ Turner,LV,WR,0.0,0.0,0.0,12.1,145.0,1.0,0.0,0.0,0.0,0,0.0,0.0
142,Calvin Austin III,PIT,WR,0.0,0.0,0.0,13.9,162.6,0.7,0.1,0.0,0.0,0,0.0,0.0
143,Lynn Bowden Jr.,NE,WR,0.0,0.0,0.0,14.3,151.1,0.7,0.0,0.0,0.0,0,0.0,0.0
144,Deonte Harty,NO,WR,4.3,30.0,0.1,8.1,112.3,0.8,0.1,0.0,0.0,0,0.0,0.0
145,Antoine Wesley,ARI,WR,0.0,0.0,0.0,11.1,137.4,0.9,0.0,0.0,0.0,0,0.0,0.0
146,Ray-Ray McCloud,SF,WR,0.0,0.0,0.0,12.3,141.6,0.8,0.0,0.0,0.0,0,0.0,0.0
147,Quintez Cephus,DET,WR,0.0,0.0,0.0,9.8,134.7,0.8,0.0,0.0,0.0,0,0.0,0.0
148,Richie James Jr.,NYG,WR,0.0,0.0,0.0,8.7,138.4,0.7,0.0,0.0,0.0,0,0.0,0.0
149,Erik Ezukanma,MIA,WR,0.0,0.0,0.0,9.7,132.6,0.8,0.0,0.0,0.0,0,0.0,0.0
150,Tyrie Cleveland,DEN,WR,0.0,0.0,0.0,10.3,125.6,0.9,0.1,0.0,0.0,0,0.0,0.0
151,Demetric Felton Jr.,CLE,WR,4.4,24.5,0.1,10.3,109.1,0.6,0.1,0.0,0.0,0,0.0,0.0
152,Cam Sims,WAS,WR,0.0,0.0,0.0,9.5,131.2,0.8,0.0,0.0,0.0,0,0.0,0.0
153,Dareke Young,SEA,WR,0.0,0.0,0.0,11.1,132.6,0.7,0.0,0.0,0.0,0,0.0,0.0
154,Tylan Wallace,BAL,WR,0.0,0.0,0.0,9.9,129.0,0.8,0.0,0.0,0.0,0,0.0,0.0
155,Simi Fehoko,DAL,WR,0.0,0.0,0.0,9.7,120.2,0.8,0.1,0.0,0.0,0,0.0,0.0
156,Ashton Dulin,IND,WR,1.1,7.2,0.0,8.9,117.3,0.7,0.1,0.0,0.0,0,0.0,0.0
157,Khalil Shakir,BUF,WR,0.7,4.0,0.0,9.4,114.0,0.8,0.0,0.0,0.0,0,0.0,0.0
158,Kristian Wilkerson,NE,WR,0.0,0.0,0.0,10.2,117.2,0.8,0.0,0.0,0.0,0,0.0,0.0
159,Jalen Nailor,MIN,WR,0.0,0.0,0.0,9.7,114.4,0.8,0.0,0.0,0.0,0,0.0,0.0
160,KhaDarel Hodge,ATL,WR,0.0,0.0,0.0,8.1,113.0,0.6,0.0,0.0,0.0,0,0.0,0.0
161,Breshad Perriman,TB,WR,0.0,0.0,0.0,7.0,102.2,0.7,0.0,0.0,0.0,0,0.0,0.0
162,Tyquan Thornton,NE,WR,0.0,0.0,0.0,8.8,102.1,0.7,0.1,0.0,0.0,0,0.0,0.0
163,Ihmir Smith-Marsette,CHI,WR,0.0,0.0,0.0,8.3,115.1,0.4,0.0,0.0,0.0,0,0.0,0.0
164,Darius Slayton,NYG,WR,0.0,0.0,0.0,8.9,114.2,0.5,0.0,0.0,0.0,0,0.0,0.0
165,Danny Gray,SF,WR,0.0,0.0,0.0,8.7,107.3,0.6,0.0,0.0,0.0,0,0.0,0.0
166,Shi Smith,CAR,WR,0.0,0.0,0.0,8.5,107.1,0.5,0.1,0.0,0.0,0,0.0,0.0
167,Penny Hart,SEA,WR,0.0,0.0,0.0,9.6,103.9,0.6,0.0,0.0,0.0,0,0.0,0.0
168,Juwan Johnson,NO,WR,0.0,0.0,0.0,9.7,95.6,0.7,0.0,0.0,0.0,0,0.0,0.0
169,Jason Moore Jr.,LAC,WR,0.0,0.0,0.0,7.7,95.2,0.7,0.0,0.0,0.0,0,0.0,0.0
170,Bo Melton,SEA,WR,0.0,0.0,0.0,8.1,100.8,0.5,0.0,0.0,0.0,0,0.0,0.0
171,Seth Williams,JAC,WR,0.0,0.0,0.0,7.4,88.0,0.6,0.0,0.0,0.0,0,0.0,0.0
172,Samori Toure,GB,WR,0.0,0.0,0.0,6.8,80.9,0.7,0.0,0.0,0.0,0,0.0,0.0
173,Scotty Miller,TB,WR,0.0,0.0,0.0,6.9,86.4,0.6,0.0,0.0,0.0,0,0.0,0.0
174,Tim Jones,JAC,WR,0.0,0.0,0.0,7.5,91.6,0.5,0.0,0.0,0.0,0,0.0,0.0
175,KaVontae Turpin,DAL,WR,4.4,26.6,0.2,4.4,57.1,0.4,0.0,0.0,0.0,0,0.0,0.0
176,Mike Strachan,IND,WR,0.0,0.0,0.0,6.7,79.0,0.5,0.0,0.0,0.0,0,0.0,0.0
177,Dezmon Patmon,IND,WR,0.0,0.0,0.0,6.0,74.1,0.6,0.0,0.0,0.0,0,0.0,0.0
178,Mason Kinsey,TEN,WR,0.0,0.0,0.0,6.4,77.1,0.5,0.0,0.0,0.0,0,0.0,0.0
179,Jeff Smith,NYJ,WR,0.0,0.0,0.0,5.9,84.2,0.4,0.0,0.0,0.0,0,0.0,0.0
180,Trent Taylor,CIN,WR,0.0,0.0,0.0,6.9,73.1,0.6,0.0,0.0,0.0,0,0.0,0.0
181,Denzel Mims,NYJ,WR,0.0,0.0,0.0,6.1,83.2,0.4,0.0,0.0,0.0,0,0.0,0.0
182,Tre Nixon,NE,WR,0.0,0.0,0.0,6.2,80.1,0.5,0.0,0.0,0.0,0,0.0,0.0
183,Kendall Hinton,DEN,WR,0.0,0.0,0.0,5.4,77.4,0.5,0.0,0.0,0.0,0,0.0,0.0
184,Racey McMath,TEN,WR,0.0,0.0,0.0,6.4,76.4,0.5,0.1,0.0,0.0,0,0.0,0.0
185,Justin Watson,KC,WR,0.0,0.0,0.0,6.1,68.1,0.6,0.1,0.0,0.0,0,0.0,0.0
186,Tyron Johnson,LV,WR,0.0,0.0,0.0,6.0,77.1,0.5,0.1,0.0,0.0,0,0.0,0.0
187,Miles Boykin,PIT,WR,0.0,0.0,0.0,5.9,76.5,0.4,0.0,0.0,0.0,0,0.0,0.0
188,Nsimba Webster,CHI,WR,0.0,0.0,0.0,5.9,76.6,0.4,0.0,0.0,0.0,0,0.0,0.0
189,Andre Roberts,CAR,WR,0.0,0.0,0.0,5.8,72.9,0.4,0.0,0.0,0.0,0,0.0,0.0
190,DeAndre Carter,LAC,WR,0.0,0.0,0.0,5.9,69.9,0.5,0.1,0.0,0.0,0,0.0,0.0
191,Jalen Virgil,DEN,WR,0.0,0.0,0.0,5.3,60.8,0.5,0.0,0.0,0.0,0,0.0,0.0
192,Tre'Quan Smith,NO,WR,0.0,0.0,0.0,5.9,60.8,0.5,0.0,0.0,0.0,0,0.0,0.0
193,David Sills V,NYG,WR,0.0,0.0,0.0,5.8,67.8,0.3,0.1,0.0,0.0,0,0.0,0.0
194,Javon Wims,ARI,WR,0.0,0.0,0.0,5.9,59.2,0.3,0.0,0.0,0.0,0,0.0,0.0
195,Greg Dortch,ARI,WR,0.0,0.0,0.0,4.4,60.7,0.3,0.0,0.0,0.0,0,0.0,0.0
196,Stanley Morgan Jr.,CIN,WR,0.0,0.0,0.0,5.1,57.0,0.3,0.0,0.0,0.0,0,0.0,0.0
197,C.J. Board,ARI,WR,0.0,0.0,0.0,3.5,54.2,0.3,0.0,0.0,0.0,0,0.0,0.0
198,Cameron Batson,ATL,WR,0.0,0.0,0.0,4.8,52.5,0.3,0.0,0.0,0.0,0,0.0,0.0
199,Cody Thompson,SEA,WR,0.0,0.0,0.0,4.8,52.3,0.3,0.0,0.0,0.0,0,0.0,0.0
200,Mike Thomas,CIN,WR,0.0,0.0,0.0,5.0,54.2,0.3,0.0,0.0,0.0,0,0.0,0.0
201,Travis Fulgham,GB,WR,0.0,0.0,0.0,3.5,44.1,0.3,0.0,0.0,0.0,0,0.0,0.0
202,Marquez Stevenson,BUF,WR,0.0,0.0,0.0,3.5,41.1,0.3,0.0,0.0,0.0,0,0.0,0.0
203,Trenton Irwin,CIN,WR,0.0,0.0,0.0,3.5,39.7,0.3,0.0,0.0,0.0,0,0.0,0.0
204,Andy Isabella,ARI,WR,0.0,0.0,0.0,3.4,42.4,0.3,0.0,0.0,0.0,0,0.0,0.0
205,Malik Turner,SF,WR,0.0,0.0,0.0,3.1,35.3,0.3,0.0,0.0,0.0,0,0.0,0.0
206,N'Keal Harry,CHI,WR,0.0,0.0,0.0,3.6,45.5,0.2,0.0,0.0,0.0,0,0.0,0.0
207,Willie Snead IV,SF,WR,0.0,0.0,0.0,3.4,41.5,0.2,0.0,0.0,0.0,0,0.0,0.0
208,River Cracraft,MIA,WR,0.0,0.0,0.0,3.5,38.8,0.2,0.0,0.0,0.0,0,0.0,0.0
209,Dennis Houston,DAL,WR,0.0,0.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,0,0.0,0.0
210,Dante Pettis,CHI,WR,0.0,0.0,0.0,2.9,38.8,0.2,0.0,0.0,0.0,0,0.0,0.0
211,Gunner Olszewski,PIT,WR,0.0,0.0,0.0,2.9,36.3,0.2,0.0,0.0,0.0,0,0.0,0.0
212,Isaiah Coulter,CHI,WR,0.0,0.0,0.0,3.0,38.6,0.2,0.0,0.0,0.0,0,0.0,0.0
213,Jaelon Darden,TB,WR,0.0,0.0,0.0,2.9,32.8,0.3,0.0,0.0,0.0,0,0.0,0.0
214,Jake Kumerow,BUF,WR,0.0,0.0,0.0,2.6,32.8,0.3,0.0,0.0,0.0,0,0.0,0.0
215,Jared Bernhardt,ATL,WR,0.0,0.0,0.0,3.2,35.5,0.2,0.0,0.0,0.0,0,0.0,0.0
216,Dax Milne,WAS,WR,0.0,0.0,0.0,2.5,28.7,0.2,0.0,0.0,0.0,0,0.0,0.0
217,Steven Sims Jr.,PIT,WR,0.0,0.0,0.0,2.7,27.8,0.2,0.0,0.0,0.0,0,0.0,0.0
218,Frank Darby,ATL,WR,0.0,0.0,0.0,2.3,26.9,0.2,0.0,0.0,0.0,0,0.0,0.0
219,Brandon Powell,LAR,WR,0.0,0.0,0.0,2.0,22.7,0.2,0.0,0.0,0.0,0,0.0,0.0
220,Lance McCutcheon,LAR,WR,0.0,0.0,0.0,1.8,20.8,0.2,0.0,0.0,0.0,0,0.0,0.0
221,Vyncint Smith,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
222,Slade Bolden,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
223,Kawaan Baker,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
224,Corey Coleman,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
225,Kirk Merritt,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
226,C.J. Saunders,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
227,Alex Erickson,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
228,Lawrence Cager,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
229,Daurice Fountain,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
230,Josh Gordon,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
231,Dan Chisena,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
232,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
233,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Josh Allen,BUF,QB,117.3,663.5,6.8,0.0,0,0.0,3.8,607.4,390.1,"4,404.9",34.6,13.9
2,Patrick Mahomes II,KC,QB,66.5,359.6,2.8,0.0,0,0.0,2.8,634.2,417.8,"4,842.0",36.0,11.7
3,Justin Herbert,LAC,QB,63.9,294.6,3.2,0.0,0,0.0,1.4,625.3,415.3,"4,682.0",34.0,13.3
4,Lamar Jackson,BAL,QB,158.7,956.1,4.9,0.0,0,0.0,3.5,520.5,336.7,"3,733.0",24.5,13.2
5,Kyler Murray,ARI,QB,107.3,552.0,5.5,0.0,0,0.0,2.3,570.5,383.9,"4,254.6",27.3,12.4
6,Jalen Hurts,PHI,QB,144.6,772.9,7.9,0.0,0,0.0,2.9,494.8,307.1,"3,644.7",24.4,12.6
